gene,interaction_type,score,drug_name
ABCB1,NULL,0.037398626,ANTHRACYCLINE ANTINEOPLASTIC ANTIBIOTIC
ABCB1,NULL,0.149594505,FOLATE ANTAGONIST
ABCB1,NULL,0.018193926,CHLORPROMAZINE
ABCB1,NULL,0.049864835,LONAFARNIB
ABCB1,NULL,0.089756703,GINKGO BILOBA EXTRACT
ADRB2,NULL,0.078276194,CARVEDILOL
AFP,NULL,0.100976291,INDOMETHACIN
ALDH1A2,NULL,0.461605901,TRETINOIN
AKT1,NULL,0.052824619,WORTMANNIN
AGTR1,NULL,0.020458863,CYCLOSPORINE
ANPEP,NULL,0.06714536,GENTAMICIN
AMH,NULL,0.101824831,TRETINOIN
ANPEP,NULL,0.045421861,DICLOFENAC SODIUM
ANXA1,NULL,2.386712329,ST 638
ANXA5,NULL,0.057700738,DAUNORUBICIN LIPOSOMAL
APOA1,NULL,0.190245186,LAMIVUDINE
APOE,NULL,0.905304676,LUTEIN
BDNF,NULL,0.009927712,BORTEZOMIB
BDNF,NULL,0.040656346,ANTIOXIDANT
BDNF,NULL,0.018560506,TETRADECANOYLPHORBOL ACETATE
BCL2L2,NULL,0.152638579,BORTEZOMIB
BDNF,NULL,0.053361455,NICARDIPINE
BDNF,NULL,0.034151331,TOPOTECAN HYDROCHLORIDE
BGLAP,NULL,0.101366161,PREDNISOLONE
BGLAP,NULL,0.135154881,METHIMAZOLE
BHLHE40,NULL,0.577007376,TRETINOIN
BIRC5,NULL,0.039778539,RITUXIMAB
BLK,NULL,0.075768645,ANTISENSE OLIGONUCLEOTIDES
BTF3P11,NULL,0.320168727,THERAPEUTIC CORTICOSTEROID
BRCA1,NULL,0.069824031,BLEOMYCIN
CALR,NULL,0.570735557,GENTAMICIN
CARTPT,NULL,0.355984212,PROGESTERONE
CEL,NULL,1.071585127,GELDANAMYCIN
CFTR,NULL,0.088396753,VITAMIN A
CP,NULL,3.889457129,CARDIOPROTECTIVE AGENT
CSF2,NULL,0.700102283,MITOFLAXONE
CSF2,NULL,0.700102283,MITOFLAXONE
CSF2,NULL,0.053854022,ETANERCEPT-SZZS
ERCC3,inhibitor,17.50255708,COMPOUND 8 [PMID: 24044867]
CYP11B2,NULL,1.250182648,METOCLOPRAMIDE HYDROCHLORIDE
CYP1A2,NULL,0.17709164,PROPYLENE GLYCOL
CYP1A2,NULL,0.004319308,THERAPEUTIC CORTICOSTEROID
CYP1A2,NULL,0.08854582,LUTEIN
CYP1B1,NULL,0.176793506,LETROZOLE
CYP1A2,NULL,0.059030547,GREEN TEA LEAF EXTRACT
CYP2D6,NULL,0.035418328,GINKGO BILOBA EXTRACT
CYP2B6,NULL,0.031555091,COLCHICINE
DDIT3,NULL,0.11629606,ANTIOXIDANT
CYP7B1,NULL,0.875127854,LYCOPENE
DDIT3,NULL,0.203518106,PROTEIN SYNTHESIS INHIBITOR
DDIT3,NULL,0.028397875,BORTEZOMIB
DIABLO,NULL,4.773424658,NM-3
DRD2,NULL,0.009023487,PAREGORIC
EPHB1,NULL,0.029665351,PROGESTERONE
ERBB2,NULL,0.040640612,NONSTEROIDAL ANTIINFLAMMATORY DRUG
F2RL1,NULL,2.386712329,MACROLIDE ANTIBIOTIC
MECOM,NULL,1.41912625,THALIDOMIDE
ERCC4,inhibitor,1.312691781,COMPOUND 11 [PMID: 26431428]
FAS,NULL,0.069638821,RECOMBINANT CYTOKINE
FAS,NULL,0.150884113,BACILLUS CALMETTE-GUERIN ANTIGEN
FCGR3B,NULL,0.086007651,THALIDOMIDE
GCG,NULL,0.08780547,PAREGORIC
GCG,NULL,0.237591273,NALTREXONE
GJA1,NULL,0.596678082,BLEOMYCIN
GJA1,NULL,0.353587012,VITAMIN A
GGT1,NULL,0.097236428,INDOMETHACIN
GRIN1,NULL,0.046590658,PAREGORIC
GSTP1,NULL,0.105015342,DECITABINE
IL1B,NULL,0.041182487,RALOXIFENE HYDROCHLORIDE
DBP,inhibitor,0.350051142,ILOMASTAT
IL2,NULL,1.640864726,DIDEMNIN B
IL2RA,NULL,2.059124362,MONOCLONAL ANTIBODY R24
IL2RA,NULL,2.059124362,"FARNESYLTRANSFERASE/GERANYLGERANYLTRANSFERASE INHIBITOR L-778,123"
IL2RA,NULL,1.029562181,HEPATITIS B VACCINE
IRS1,NULL,1.640864726,GLIMEPIRIDE
ITGB2,NULL,0.171593697,ANTIBIOTIC
ITGB2,NULL,0.050294704,CYCLOSPORINE
ITGB2,NULL,0.072927321,INDOMETHACIN
ITGB2,NULL,2.917092846,RECOMBINANT C5A
KCNQ1,NULL,0.596678082,DOLASETRON
LDLR,NULL,0.153981441,RECOMBINANT TRANSFORMING GROWTH FACTOR
ERPL1,inhibitor,1.458546423,TAKINIB
LIF,NULL,0.325124899,BUPIVACAINE
MAPK14,NULL,0.049629179,DOXYCYCLINE ANHYDROUS
MAPK10,NULL,0.096167896,WORTMANNIN
ADAMTSL4-AS1,NULL,0.022593662,DOCETAXEL ANHYDROUS
MT1G,NULL,9.546849316,BUTHIONINE SULFOXIMINE
ACE,inhibitor,0.035598421,ILOMASTAT
MUC2,NULL,1.200175343,DECITABINE
MYC,NULL,0.107158513,AFIMOXIFENE
NME1,NULL,2.625383562,LYCOPENE
NOS1,NULL,0.098605955,PRAZOSIN
NRIP1,NULL,0.865511064,TRETINOIN
PAPPA,NULL,2.386712329,RECOMBINANT TRANSFORMING GROWTH FACTOR
PCSK1,NULL,4.37563927,CALCITONIN
PDHX,NULL,2.500365297,ANTIOXIDANT
GADD45AP1,inhibitor,2.100306849,ILOMASTAT
PIK3CG,NULL,0.033658764,FULVESTRANT
PIK3CG,NULL,0.042516333,DAIDZEIN
PIK3CG,NULL,0.010770804,IMATINIB
PPIA,NULL,0.431097465,CYCLOSPORINE
PZP,NULL,1.750255708,NORETHINDRONE
RARA,NULL,0.312545662,LYCOPENE
RET,NULL,0.028184472,TETRADECANOYLPHORBOL ACETATE
ECI1,inhibitor,0.285367778,DOXYCYCLINE ANHYDROUS
RTN4,NULL,4.200613699,HYPERBARIC OXYGEN
RNASEH2A,NULL,0.444980265,PROGESTERONE
SAG,NULL,0.437563927,INDOMETHACIN
PMEL,NULL,2.500365297,HEXAMETHYLENE BISACETAMIDE
SERPINH1,NULL,17.50255708,MONOCLONAL ANTIBODY 11D10
SERPINE1,NULL,0.441240935,RECOMBINANT INTERLEUKIN
SERPINE1,NULL,0.386085818,URIDINE
SLC2A4,NULL,0.538540218,GREEN TEA LEAF EXTRACT
SLPI,NULL,1.009762908,RECOMBINANT CYTOKINE
SPP1,NULL,0.152196149,TETRADECANOYLPHORBOL ACETATE
SPP1,NULL,0.25003653,ANHYDROUS TACROLIMUS
SPP1,NULL,0.076934317,TRETINOIN
FSHMD1A,inhibitor,0.583418569,LINEZOLID
SRI,NULL,0.403905163,COLCHICINE
TAT,NULL,0.875127854,URIDINE
TGFB1,NULL,0.084758146,ANTIOXIDANT
THBS1,NULL,0.123644438,TRETINOIN
CRKL,inhibitor,3.500511416,MJN110
WRN,NULL,0.077217164,BLEOMYCIN
XDH,NULL,0.033243223,VINCRISTINE
XIAP,NULL,1.666910198,DIETHYLNORSPERMINE
XRCC1,NULL,0.867895392,MECHLORETHAMINE
PIK3CA,NULL,0.486182141,INAVOLISIB
SLCO1B1,NULL,0.084553416,FUROSEMIDE
NPPA-AS1,NULL,1.944728564,FUROSEMIDE
CYP2J2,NULL,0.437563927,ASTEMIZOLE
CYP2J2,NULL,0.046673486,DOXORUBICIN HYDROCHLORIDE
DCK,inhibitor,0.091317689,ILOMASTAT
SPOPL,NULL,1.381780822,OLANZAPINE
CYP4F2,NULL,0.734373024,ARACHIDONIC ACID
COL22A1,NULL,8.078103267,ALBUTEROL SULFATE
CACNG2,NULL,0.106506433,MONOAMINE OXIDASE INHIBITOR
PAPPA2,NULL,8.078103267,ALBUTEROL SULFATE
CAMK4,NULL,0.564598615,GEMCITABINE
ANTP4,agonist,1.875273973,ME36
VEGFA,NULL,0.15534814,ALBUTEROL SULFATE
DRD3,NULL,0.011365297,DOXEPIN HYDROCHLORIDE
HLA-A,NULL,0.042619863,DOXEPIN HYDROCHLORIDE
HRAS,NULL,0.076765601,ENCORAFENIB
CES1,NULL,0.051885051,DOXEPIN HYDROCHLORIDE
CYP3A4,NULL,0.003037935,PAZOPANIB
CXCL12,NULL,0.386085818,FLUDARABINE
CYP3A4,NULL,0.00133485,DOXEPIN HYDROCHLORIDE
HFE,NULL,0.452652338,PAZOPANIB
HIF1A,NULL,0.012486961,PAZOPANIB
RET,NULL,4.699760697,SELPERCATINIB
PTGES,inhibitor,1.458546423,COMPOUND 30 [PMID: 15953724]
UGT1A10,NULL,0.502465753,ACETAMINOPHEN GLUCURONIDE
PGR,NULL,1.032937795,ETONOGESTREL
KIT,NULL,0.133183694,SORAFENIB
CYP2C9,NULL,0.081030357,LESINURAD
CYP2C9,NULL,0.004191225,MONOAMINE OXIDASE INHIBITOR
ABCG2,NULL,0.149169521,TELMISARTAN
ABCG2,NULL,0.410216182,DOLUTEGRAVIR SODIUM
ABCG2,NULL,0.018031481,DAUNORUBICIN LIPOSOMAL
ABCG2,NULL,0.01439355,SORAFENIB
ABCG2,NULL,0.273477454,LEVOFLOXACIN ANHYDROUS
SLC22A1,NULL,0.086361301,OLANZAPINE
NUP62,NULL,1.842374429,AFATINIB
ABCC5,NULL,1.166837139,CANNABIDIOL
DRD2,NULL,0.018046974,SUMATRIPTAN
ARF1,NULL,1.842374429,AFATINIB
SLC15A1,NULL,2.333674277,CANNABIDIOL
SCN2A,NULL,0.109665145,PHENOBARBITAL
CD96,NULL,1.944728564,CAPECITABINE
ABCB1,NULL,0.064111931,BOCEPREVIR
ABCB1,NULL,0.074797252,ALISKIREN
REV3L,NULL,0.972364282,CAPECITABINE
NPPA,NULL,2.917092846,CHLORTHALIDONE
CYP2D6,NULL,0.005059761,PRIMIDONE
CYP3A,NULL,0.026927011,DOXORUBICIN HYDROCHLORIDE
KLC3,NULL,0.16131389,GEMCITABINE
ORM2,NULL,1.26524509,DOCETAXEL ANHYDROUS
CYP3A5,NULL,0.089756703,TERAZOSIN
AADAC,modulator,0.100976291,K-252A
ACSS2,NULL,0.253049018,DOCETAXEL ANHYDROUS
AGTR1,NULL,0.177992106,NITRENDIPINE
AREG,NULL,0.388945713,CAPECITABINE
NECTIN4,NULL,4.118248724,ENFORTUMAB VEDOTIN-EJFV
TMEM131L,NULL,1.944728564,CAPECITABINE
CYP2D6,NULL,0.009838424,ELETRIPTAN
SLC22A6,NULL,1.312691781,PANTOPRAZOLE SODIUM
MS4A1,NULL,4.861821411,OFATUMUMAB
AADAC,inhibitor,0.050488145,DROXIDOPA
EDNRA,NULL,0.106183359,PREDNISONE
KRAS,NULL,0.053361455,OXALIPLATIN
MTHFR,NULL,0.074690855,PHENOBARBITAL
NOS1AP,NULL,0.179513406,VERAPAMIL
TUBB1,NULL,0.089756703,ANASTROZOLE
CYP1A1,NULL,0.092118721,VALPROIC ACID
CYP51A1,NULL,1.207072902,GLYBURIDE
AADAC,inhibitor,0.100976291,AFDX384
SUMO4,NULL,3.750547945,ANHYDROUS TACROLIMUS
CPS1,NULL,0.263196347,VALPROIC ACID
MAP3K1,NULL,0.140582788,DOCETAXEL ANHYDROUS
MAOB,NULL,0.405464643,SEROTONIN
KCNH2,NULL,0.59837802,TERODILINE
AAMP,modulator,0.110542466,BRUCINE N-OXIDE
RABEP1,NULL,3.182283105,ANHYDROUS DEXTROSE
OPRM1,NULL,0.481721754,REMIFENTANIL HYDROCHLORIDE
CYP2C19,NULL,0.003740928,MONOAMINE OXIDASE INHIBITOR
YEATS4,NULL,3.424413341,HYDROCHLOROTHIAZIDE
CYP2C19,NULL,0.018081154,MEPHOBARBITAL
PIK3CA,NULL,0.011715232,DOCETAXEL ANHYDROUS
BMP7,NULL,0.070010228,DOXORUBICIN HYDROCHLORIDE
CACNA1S,NULL,0.240983703,SEVOFLURANE
ERICH3,NULL,5.000730594,SEROTONIN
CYP1B1,NULL,0.021215221,DOXORUBICIN HYDROCHLORIDE
AKR1C3,NULL,0.076934317,DAUNORUBICIN LIPOSOMAL
MAN1B1,NULL,1.154014752,DAUNORUBICIN LIPOSOMAL
AAMP,inhibitor,0.110542466,AFDX384
HTR2A,NULL,0.017409705,MONOAMINE OXIDASE INHIBITOR
CYP1A2,NULL,0.017709164,FLECAINIDE ACETATE
HLA-A,NULL,0.06466462,MONOAMINE OXIDASE INHIBITOR
SCN5A,NULL,0.238671233,FLECAINIDE ACETATE
CYP3A5,NULL,0.116683714,FLECAINIDE ACETATE
SLCO4C1,NULL,0.233367428,DOXORUBICIN HYDROCHLORIDE
AAMP,inhibitor,0.552712329,DEXETIMIDE
FASLG,NULL,0.009211872,DOXORUBICIN HYDROCHLORIDE
UGT1A1,NULL,0.238671233,ACETAMINOPHEN GLUCURONIDE
AAMP,inhibitor,0.092118721,MUSCARINIC TOXIN 3
ESR2,NULL,0.025003653,ERIBULIN MESYLATE
ESR2,NULL,0.013442824,GEMCITABINE
ESR1,NULL,0.020446912,METHAMPHETAMINE
PNPLA3,NULL,0.265190259,THIOGUANINE
UGT1A9,NULL,0.415080405,ACETAMINOPHEN GLUCURONIDE
SLCO1B1,NULL,0.016365177,GEMCITABINE
ACE,NULL,1.186614039,PERINDOPRIL
UGT1A9,NULL,0.268581439,KETAMINE HYDROCHLORIDE
AANAT,agonist,0.119335616,NNC 11-1314
UGT1A9,NULL,0.08780547,OXAZEPAM
IFNL3,NULL,4.200613699,DASABUVIR
TPMT,NULL,0.17444409,PREDNISONE
PPCDC,NULL,0.316311273,DOCETAXEL ANHYDROUS
LIPC,NULL,1.458546423,FLUVASTATIN
ZNF613,NULL,2.692701089,ANASTROZOLE
PSORS1C1,NULL,0.225839446,GEMCITABINE
RAF1,NULL,0.043430663,GEMCITABINE
SLC25A31,NULL,0.760980743,HYDROCHLOROTHIAZIDE
AKR1A1,NULL,52.50767124,DUBORIMYCIN
GNMT,NULL,7.001022831,METHIONINE
NR1I3,NULL,0.135561974,DOCETAXEL ANHYDROUS
IGF1R,inhibitor,1.981421556,ANTI-IGF-1R RECOMBINANT MONOCLONAL ANTIBODY BIIB022
KDR,inhibitor,0.246514888,TIVOZANIB
KDR,inhibitor,0.158473857,BRIVANIB
KIF11,inhibitor,6.563458904,SB-743921
KIT,inhibitor,0.140582788,VATALANIB
CACNB2,NULL,0.218781963,AMLODIPINE BESYLATE
HTR3A,NULL,3.500511416,ALOSETRON
ANK3,agonist,0.583418569,[125I]SD6
VAMP2,NULL,17.50255708,BOTULINUM TOXIN TYPE B
SIGMAR1,NULL,2.100306849,BLARCAMESINE
HTR2A,NULL,1.514644363,NELOTANSERIN
HTR2B,NULL,0.087512785,ASENAPINE
HTR1A,NULL,0.028382525,ASENAPINE
HTR1B,NULL,0.061773731,ASENAPINE
VEGFA,NULL,1.413668072,AFLIBERCEPT
KDR,NULL,0.246514888,TIVOZANIB
DRD2,NULL,0.0296486,PROCHLORPERAZINE
ESR2,NULL,0.25003653,BAZEDOXIFENE
SLC5A2,NULL,1.640864726,DAPAGLIFLOZIN PROPANEDIOL
BCL2,NULL,0.007714909,DOCETAXEL ANHYDROUS
ADORA2A,NULL,2.838252499,BVT.115959
AGTR1,NULL,0.889960529,OLMESARTAN MEDOXOMIL
ANK3,agonist,0.145854642,AGOMELATINE
SLC6A2,NULL,0.13086024,AMOXAPINE
PTGS2,NULL,0.381873973,DIFLUNISAL
ESR2,NULL,0.312545662,RALOXIFEN
DRD2,NULL,0.041508041,ETILEVODOPA
GLP1R,NULL,0.636456621,EXENATIDE
APOF,inhibitor,0.192335792,NALORPHINE
FGFR3,NULL,0.276356164,FP-1039
GABRB3,NULL,0.324121427,FOSPROPOFOL
HTR1D,NULL,1.21171549,FROVATRIPTAN
HTR1A,NULL,0.202732321,FLIBANSERIN
SSTR1,NULL,1.250182648,LANREOTIDE ACETATE
FKBP1A,NULL,0.537359209,SIROLIMUS
APOF,agonist,0.288503688,[LEU]ENKEPHALIN
HTR1F,NULL,14.32027397,LASMIDITAN
APOF,agonist,0.192335792,ETORPHINE
THRB,NULL,1.019566432,MB07811
VEGFA,NULL,2.019525817,PEGAPTANIB
P2RY2,NULL,0.437563927,MC-1
HMAB,inhibitor,52.50767124,"COMPOUND 5 [STECULA ET AL., 2020]"
LPAR6,NULL,4.37563927,MC-1
AR,NULL,0.035982643,ENZALUTAMIDE
HDAC8,NULL,0.122395504,MOCETINOSTAT
PDGFRA,NULL,0.23475859,MOTESANIB
FLT4,NULL,0.227305936,MOTESANIB
HTR4,NULL,0.577007376,MOSAPRIDE
CD8B,inhibitor,0.031536139,AMITRIPTYLINE HYDROCHLORIDE
RRM2,NULL,1.154014752,MOTEXAFIN GADOLINIUM
DRD5P1,inhibitor,1.810609353,PALTIMATRECTINIB
ACP3,NULL,2.625383562,MODIFIED VACCINIA ANKARA-BAVARIAN NORDIC
KLK3,NULL,0.437563927,MODIFIED VACCINIA ANKARA-BAVARIAN NORDIC
HTR1F,NULL,1.060761035,NARATRIPTAN
GRIN2B,NULL,0.224391757,NERAMEXANE
HTR1D,NULL,0.448783515,NARATRIPTAN
GABRR3,NULL,0.061197752,OCINAPLON
NOS1,NULL,0.739544665,ZZL-7
CXCR1,NULL,3.750547945,CANOCTAKIN
FLT1,NULL,0.075442056,PAZOPANIB
ERBB2,NULL,0.460593607,DACOMITINIB ANHYDROUS
TLR9,NULL,3.088686543,AGATOLIMOD SODIUM
ADRB2,NULL,0.814072422,PF-00610355
PDE5A,NULL,0.140645548,PENTOXIFYLLINE
PLG,NULL,0.312545662,PLASMIN
ADRA1B,NULL,0.142683889,PHENYLEPHRINE
NOS1,inhibitor,0.739544665,3-BROMO-7NI
AKT3,NULL,0.546954909,ARCHEXIN
TH,NULL,1.500219178,SAPROPTERIN
AURKA,NULL,0.105947682,SNS-314
GRM5,NULL,5.834185693,STX107
MTOR,NULL,0.369772333,TAFA-93
CNR1,NULL,1.166837139,TM38837
DRD5P1,inhibitor,0.905304676,CZS-241
NPY2R,NULL,3.281729452,OBINEPITIDE
FGFR3,NULL,0.138178082,TRAFERMIN
CSF3R,NULL,4.039051634,TBO-FILGRASTIM
ATHS,inhibitor,2.500365297,MUSCARINE
TEP1,NULL,17.50255708,HTERT VACCINE V934/V935
CRHR2,NULL,7.501095891,UROCORTIN 2
CACNA1D,NULL,0.081407242,VERAPAMIL
DRG2,inhibitor,0.340958904,REPOTRECTINIB
EPCAM,NULL,6.300920548,CITATUZUMAB BOGATOX
PSMB5,NULL,0.427388022,BORTEZOMIB
IL17B,NULL,10.50153425,VIDOFLUDIMUS
ATHS,inhibitor,3.750547945,&ALPHA;-CONOTOXIN RGIA
DHODH,NULL,1.658136986,VIDOFLUDIMUS
CACNB2,NULL,0.145854642,VERAPAMIL
CACNB1,NULL,0.16669102,VERAPAMIL
GRIA2,NULL,0.159114155,BUTALBITAL
CHRM1,NULL,0.558592247,CARBINOXAMINE
DRG2,inhibitor,1.250182648,AZD1332
COL1A2,NULL,0.625091324,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES
HTR1A,NULL,0.029260335,CLOZAPINE
ATD,agonist,3.750547945,TC-2559
COL3A1,NULL,2.812910959,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES
COL1A1,NULL,0.803688845,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES
CHRNA3,inhibitor,0.795570776,&ALPHA;-CONOTOXIN TXIA
ADRA1D,NULL,0.323124131,DAPIPRAZOLE
MT-ND1,NULL,0.350051142,DESFLURANE
SLC12A3,NULL,0.448783515,DIAZOXIDE
ESR1,NULL,0.044611445,DIETHYLSTILBESTROL
OPRK1,NULL,1.479089331,DEZOCINE
GABRA1,NULL,0.040703621,DESFLURANE
SERPINC1,blocker,0.132595129,GALLAMINE TRIETHIODIDE
GABRA5,NULL,0.119335616,HEXOBARBITAL
ADRB2,NULL,0.165358461,ISOPROTERENOL
TRPA1,NULL,4.37563927,RACEMENTHOL
MMP9,NULL,0.42006137,MARIMASTAT
MTNR1B,NULL,1.086365612,MELATONIN
ADRB2,NULL,0.271357474,METIPRANOLOL
CHRNA2,NULL,5.000730594,METOCURINE
SLC6A2,NULL,0.0701037,NEFAZODONE
CACNA1C,NULL,0.139648062,NICARDIPINE
PTGS1,NULL,0.65634589,NEPAFENAC
ADRA1B,NULL,0.108711535,NEFAZODONE
KCNJ1,NULL,0.729273212,MINOXIDIL
CACNA1A,NULL,0.411824872,NISOLDIPINE
GABRA5,NULL,0.056826484,NITRAZEPAM
ADRA2B,NULL,0.087903467,NOREPINEPHRINE
ATF4,agonist,1.810609353,PNU-282987
NPR1,NULL,4.039051634,NITROPRUSSIDE
GABRA4,NULL,0.060984519,NITRAZEPAM
ADRA1D,NULL,0.075732218,NOREPINEPHRINE
GRIN3B,NULL,0.807810327,ORPHENADRINE
GABRR2,NULL,0.192335792,NITRAZEPAM
GABRG1,NULL,0.07767407,OXAZEPAM
GABRB1,NULL,0.073885091,OXAZEPAM
ESR2,NULL,0.076934317,TAMOXIFEN
ATF3,inhibitor,2.500365297,&ALPHA;-CONOTOXIN MII
GABRB1,NULL,0.087318744,TEMAZEPAM
PTGS2,NULL,0.286405479,TENOXICAM
TSHR,NULL,0.930987079,THYROTROPIN ALFA
HTR2A,NULL,0.052229116,THIORIDAZINE
IL23A,NULL,1.640864726,USTEKINUMAB
ATD,inhibitor,1.875273973,SUVN-911
ABCG2,NULL,0.01864619,MITOXANTRONE
HRH1,NULL,1.270346885,TRIMEPRAZINE
CACNA1G,NULL,2.187819635,TRIMETHADIONE
ATF4,blocker,0.150884113,MECAMYLAMINE
ANXA1,NULL,0.238671233,CLOCORTOLONE
GABRR1,NULL,0.129329239,DIAZEPAM
GABRG1,NULL,0.069638821,DIAZEPAM
SERPINC1,NULL,1.458546423,ENOXAPARIN SODIUM
ATD,blocker,0.312545662,MECAMYLAMINE
AQP3,agonist,0.364636606,NEUROKININ A
ITGAL,NULL,2.414145804,EFALIZUMAB
HTR1D,NULL,0.89756703,ELETRIPTAN
LHCGR,NULL,6.563458904,CHORIOGONADOTROPIN ALFA
PGR,NULL,1.032937795,ETONOGESTREL
APBA1,agonist,1.280674908,[3H]LEU-N/OFQ
NR3C2,NULL,2.763561644,FLUDROCORTISONE
MAOA,NULL,1.795134059,ISOCARBOXAZID
AR,NULL,0.020465128,FLUTAMIDE
HTR1D,NULL,1.21171549,FROVATRIPTAN
CACNG1,NULL,1.640864726,LERCANIDIPINE
GNRHR,NULL,0.397785388,LEUPROLIDE ACETATE
NPFFR1,agonist,1.640864726,NEUROPEPTIDE FF
TSPO,NULL,0.165813699,LORAZEPAM
HRH1,NULL,0.08914715,LORATADINE
GABRA1,NULL,0.048844345,LORAZEPAM
ADRB2,NULL,0.271357474,METIPRANOLOL
HRH1,NULL,0.047049885,MIANSERIN
CNR1,NULL,3.500511416,NABILONE
APBA1,agonist,1.280674908,[3H]N/OFQ
HTR2C,NULL,0.077217164,MIRTAZAPINE
CYSLTR1,NULL,1.08486924,MONTELUKAST SODIUM
ESR1,NULL,0.09814518,NORGESTIMATE
ANXA2P1,agonist,5.834185693,[125I][TYR11]DES-BR-NPB-23
RAMP3,NULL,5.000730594,PRAMLINTIDE
CACNA1A,NULL,0.403905163,PREGABALIN
CHRM4,NULL,0.20470827,PROMAZINE
CHRM2,NULL,0.096967075,PROMAZINE
ADRA1B,NULL,0.080103236,PROMAZINE
HTR2C,NULL,0.040640612,PROMAZINE
DRD4,NULL,0.06502498,PROMAZINE
ADRA1A,NULL,0.057574201,PROMAZINE
ANXA1,agonist,0.596678082,[125I]NPFF
GLRA1,NULL,0.129011477,SEVOFLURANE
HTR2A,NULL,0.072125922,SERTINDOLE
ATP2C1,NULL,0.709563125,SEVOFLURANE
ANXA2,inhibitor,3.750547945,NCGC 84
TNFSF11,NULL,43.7563927,DENOSUMAB
ANXA6,agonist,2.187819635,JMV458
EPHA3,NULL,11.66837139,KB-004
MSLN,NULL,5.834185693,ANTI-MUC16/MMAE ANTIBODY-DRUG CONJUGATE DMUC4064A
DNPEP,NULL,13.12691781,QGC-001
CD33,NULL,4.039051634,EMERFETAMAB
DNER,NULL,4.039051634,AMREDOBRESIB
APBA2,inhibitor,0.345445205,DARIDOREXANT
CCR4,NULL,3.088686543,FLX475
MAPK1,NULL,0.08572681,TEMUTERKIB
PLK1,NULL,0.175025571,ONVANSERTIB
CDC7,NULL,4.039051634,SIMUROSERTIB
APBA2,inhibitor,0.690890411,COMPOUND 11 [PMID: 15261275]
APBB1,inhibitor,0.583418569,HTL6641
MFAP1,NULL,2.625383562,TOSEDOSTAT
ROS1,NULL,0.696124429,REPOTRECTINIB
MAPK8,NULL,0.514781091,BGP-15
FGF21,NULL,17.50255708,PEGBELFERMIN
APBB1,inhibitor,0.583418569,JH112
AXL,NULL,0.546954909,BI-505
RPS27,NULL,2.500365297,EMPESERTIB
KDR,NULL,0.073954467,ALTIRATINIB
FGFR1,NULL,0.408938249,ERDAFITINIB
F2,NULL,1.381780822,DPOC-4088
REN,NULL,2.625383562,1.ALPHA.-HYDROXYVITAMIN D5
APBB1,agonist,0.583418569,DANAVOREXTON
OPRD1,NULL,2.333674277,ADL-5747
SLC6A4,NULL,0.596678082,BICIFADINE
APP,NULL,2.42343098,GSK933776
GRM3,NULL,5.250767124,DECOGLURANT
EXT3,inhibitor,2.625383562,IL-94
PTGS2,NULL,0.238671233,NABUMETONE
SLC25A4,NULL,0.502465753,CLODRONIC ACID
DPYD,NULL,0.074927706,FLUOROURACIL
DRD2,NULL,0.138360135,DROPERIDOL
ATP1B1,inhibitor,2.763561644,5-BDBD
F10,NULL,0.535792564,DANAPAROID
CYP19A1,NULL,0.833455099,LETROZOLE
KCNJ10,NULL,7.501095891,GLISOXEPIDE
NR3C2,NULL,0.230296804,ALDOSTERONE
OPRK1,NULL,1.479089331,DEZOCINE
TERT,NULL,3.000438356,TERTOMOTIDE
APP,NULL,0.048958202,CURCUMIN
ADRB1,NULL,0.397785388,PINDOLOL
XK,NULL,0.084689792,RALFINAMIDE
FGFR3,NULL,0.276356164,DOVITINIB LACTATE
TBXA2R,NULL,1.071585127,RAMATROBAN
GABRA1,NULL,0.005152357,DEHYDRATED ALCOHOL
TNF,NULL,1.129197231,PEGSUNERCEPT
AGTR1,NULL,0.444980265,PRATOSARTAN
FOLH1,NULL,3.889457129,MLN-2704
TOP1,NULL,0.437563927,PEGAMOTECAN
FCGR2A,NULL,2.917092846,VALZIFLOCEPT
IL2RA,NULL,0.857968484,DENILEUKIN DIFTITOX
ALPL,NULL,0.247677695,LEVAMISOLE
PDE5A,NULL,1.640864726,ICARIIN
PRKCB,NULL,0.65634589,SOTRASTAURIN ACETATE
CHRM3,NULL,0.212868937,SOLIFENACIN
MAOA,NULL,1.346350545,CLORGILINE
ITGAL,NULL,2.414145804,EFALIZUMAB
CXCR4,NULL,4.200613699,CTCE-9908
DRD2,NULL,0.013836014,PHENTOLAMINE
EGFR,NULL,0.550927947,ERLOTINIB
MAOA,NULL,2.692701089,CX157
CA1,NULL,0.039778539,CURCUMIN
ITGAV,NULL,8.078103267,IMGN-388
AURKC,NULL,0.875127854,AURORA KINASE INHIBITOR AMG 900
TPBG,NULL,10.50153425,RECOMBINANT MODIFIED VACCINIA ANKARA-5T4 VACCINE
GABRG3,NULL,0.064268875,REMIMAZOLAM
MUC1,NULL,4.37563927,EMEPEPIMUT-S
CDK2,NULL,0.170479452,ZOTIRACICLIB
CD33,NULL,4.039051634,VADASTUXIMAB TALIRINE
ERBB3,NULL,1.029562181,LUMRETUZUMAB
XDH,NULL,2.692701089,TOPIROXOSTAT
